PULocationID,trips,revenue,avg_revenue,avg_fare_per_mile,avg_duration_per_mile,avg_tip_rate,Zone,Borough
204,3,245.66,81.88666666666667,3.41124808484999,1.6663520821186324,0.0,Rossville/Woodrow,Staten Island
205,575,20716.04,36.02789565217392,10.922533146889496,8.50492022412732,0.0012778013832477142,Saint Albans,Queens
206,6,377.69,62.94833333333333,6.378096194915174,2.7429880278815335,0.0,Saint George/New Brighton,Staten Island
207,67,4493.04,67.06029850746269,193.29460997697228,3.1870812856126003,0.16176132039898972,Saint Michaels Cemetery/Woodside,Queens
208,238,8836.36,37.12756302521009,32.340315667375044,21.173701124743463,0.01473272477266528,Schuylerville/Edgewater Park,Bronx
209,5379,152757.22,28.39881390593047,28.26096207777069,22.3655948176282,0.14675134156900282,Seaport,Manhattan
210,412,14265.369999999999,34.62468446601942,11.454942859856747,7.510956401724751,0.002053878923539033,Sheepshead Bay,Brooklyn
211,26646,621470.14,23.323205734444194,17.799142153611708,14.012886076805435,0.190450076273254,SoHo,Manhattan
212,353,11418.98,32.34838526912181,5.081238750734653,4.882342664636647,0.0036514148478459306,Soundview/Bruckner,Bronx
213,600,21180.81,35.30135,4.8407630752938235,4.854674154300222,0.00638116525638783,Soundview/Castle Hill,Bronx
214,23,799.86,34.77652173913044,4.500906915244996,3.313111144886073,0.0,South Beach/Dongan Hills,Staten Island
215,859,39689.32,46.20409778812573,20.979396782457595,4.801873011860631,0.033578379357031646,South Jamaica,Queens
216,1995,99715.95,49.98293233082707,315.1312702129367,7.726550015067647,0.04607242599947951,South Ozone Park,Queens
217,309,8995.46,29.111521035598702,31.39647890423788,27.47841788381818,0.027505040777409458,South Williamsburg,Brooklyn
218,460,17104.32,37.18330434782609,9.892446338486101,9.19119525014905,0.011158154788811643,Springfield Gardens North,Queens
219,647,41242.51,63.74421947449768,69.42524789351359,9.206882484505305,0.06729233247189623,Springfield Gardens South,Queens
220,230,7996.56,34.76765217391304,12.426304195294447,10.400522008902744,0.020143615586282183,Spuyten Duyvil/Kingsbridge,Bronx
221,28,1254.74,44.81214285714286,4.3069363590318614,3.719602018846438,0.0,Stapleton,Staten Island
222,506,16567.66,32.74241106719368,6.747817341639155,7.147256375675866,0.0008348758265146224,Starrett City,Brooklyn
223,881,37132.73,42.14838819523269,114.64125044121597,11.632744920003589,0.07663678052315809,Steinway,Queens
224,4891,109097.56999999999,22.30578000408914,26.04779229507881,19.9349408131928,0.12074476717917895,Stuy Town/Peter Cooper Village,Manhattan
225,1319,38301.03,29.037930250189536,29.323427373191464,25.62378053932028,0.008439501670131029,Stuyvesant Heights,Brooklyn
226,3167,117442.46,37.08318913798548,32.71710800350578,13.374997473820006,0.0652404522833894,Sunnyside,Queens
227,265,8039.97,30.339509433962267,15.591915540784685,14.980282362998855,0.0041923818846715,Sunset Park East,Brooklyn
228,732,24383.39,33.31064207650273,45.418275895039976,25.7608813523838,0.01449026093786544,Sunset Park West,Brooklyn
